Submissiondate,Today,Start,End,Deviceid,Interview Type 1,Is Shadowing,Interview Type 2,Interview Type,Revisit Mfd,Revisit Mfd Gps Taken,Dwelling Type From Interviewer,Dwelling Type Knock,Inhome2,Adult Presence From Child1,Adult Presence1,Hoh Name,Dwelling Type From Adult,Dwelling Type Combined,Sfd Indicator,Mfd Indicator,Mfd Gps Taken,Lat,Long,Mfd1 Gps1 Altitude,Mfd1 Gps1 Accuracy,Mfd1 Gps2 Missing,Mfd1 Gps1 Accuracy Nonzero,Mfd1 Gps2 Accuracy Nonzero,Mfd1 Cond2A,Mfd1 Cond2B,Mfd Agg Gps,Small Mfd Address Enter,Small Mfd Address,High Rise Name Enter,High Rise Address Enter,High Rise Name,High Rise Address,On Top Floor,Prompt To Top Floor,Flatfloor,Flatnumber,Mfd Dwelling Type,Sup Revisit Id 1 Org,Sup Revisit Id 1,Sup Revisit Id 1 Firstentry,Sup Revisit Id 2 Org,Sup Revisit Id 2,Sup Revisit Id 2 Firstentry,Line List Priority,Isdwelling,Inhome Type,Inhome1,Adult Presence From Child2,Adult Presence2,Hoh Name No Adult,Inhome,Adult Presence,Correct Hh,Revisit Consent,After Consent,Other Consent,Intro Consent,Adult Is Hoh,Hoh Name Adult Is Hoh,Hoh Name Adult Not Hoh,Hoh Name,Evidence Of Child,Childpresent Ask,Priority1 Child Present,Childpresent,Adult Is Caregiver Non Revisit,Adult Is Caregiver Revisit,Adult Is Caregiver,Ismotherpresent,Motherpresent,Mother Name Not Present,Mother Name Present 1,Mother Name Present 2,Mothername,Consent 1,Health Card No Caregiver,Caregiver Usually Home,Consent 2,Consent,Move On,Child Num Non P1,Confirm More Than 10 Children,Confirm 0 Children,Childnum,Random Value,Percentage Photos,Pp2,Hh Selected,Count,Child Repeat Count,No Cards,Missvaccine,Sum Child Priority,Chalkmark,Full Address Single-Family Dwelling,Require Gps Collection,Not Mfd Gps1 Latitude,Not Mfd Gps1 Longitude,Not Mfd Gps1 Altitude,Not Mfd Gps1 Accuracy,Not Mfd Gps2 Missing,Not Mfd Gps1 Accuracy Nonzero,Not Mfd Gps2 Accuracy Nonzero,Not Mfd Cond2A,Not Mfd Cond2B,Not Mfd Best Gps,High Rise Name To Pull Forward,Mfd Address To Pull Forward,High Rise Address To Pull Forward,Best Gps For This Dwelling,Priority,Update For 1 Or 2,Update,single_end_0_home,single_end_0_not_home,single_end_1_2_home,single_end_1_2_not_home,single_end_3_home,single_end_3_not_home,single_end_999_home,single_end_999_not_home,mfd_end_0_home,mfd_end_0_not_home,mfd_end_1_2_home,mfd_end_1_2_not_home,mfd_end_3_home,mfd_end_3_not_home,mfd_end_999_home,mfd_end_999_not_home,non_dwelling_end,revisit_end_incorrect_hh,revisit_end_0_home,revisit_end_0_1_2_home,revisit_end_1_2_home_confirm,revisit_end_1_2_home_update,revisit_end_1_2_not_home_confirm,revisit_end_1_2_not_home_update,revisit_end_3_home_update,revisit_end_3_home_confirm,revisit_end_3_not_home_update,revisit_end_3_not_home_confirm,revisit_end_999_all_home,revisit_end_999_3_home_additional,single_end_0_home_shadow,single_end_0_not_home_shadow,single_end_1_2_home_shadow,single_end_1_2_not_home_shadow,single_end_3_home_shadow,single_end_3_not_home_shadow,single_end_999_home_shadow,single_end_999_not_home_shadow,mfd_end_0_home_shadow,mfd_end_0_not_home_shadow,mfd_end_1_2_home_shadow,mfd_end_1_2_not_home_shadow,mfd_end_3_home_shadow,mfd_end_3_not_home_shadow,mfd_end_999_home_shadow,mfd_end_999_not_home_shadow,non_dwelling_end_shadow,revisit_end_incorrect_hh_shadow,revisit_end_0_home_shadow,revisit_end_0_1_2_home_shadow,revisit_end_1_2_home_confirm_shadow,revisit_end_1_2_home_update_shadow,revisit_end_1_2_not_home_confirm_shadow,revisit_end_1_2_not_home_update_shadow,revisit_end_3_home_update_shadow,revisit_end_3_home_confirm_shadow,revisit_end_3_not_home_update_shadow,revisit_end_3_not_home_confirm_shadow,revisit_end_999_all_home_shadow,revisit_end_999_all_home_shadow_additional,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2025-11-22T09:15:38.602Z,11/21/25,2025-11-21T09:58:40.876+01:00,2025-11-21T10:02:05.115+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8F3,8f3,8,8F3,8f3,8F3,2,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,no,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.664934497,10,0.1,1,0,0,0,0,0,0,,1,,,231,4.88,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:37.818Z,11/21/25,2025-11-21T09:57:09.334+01:00,2025-11-21T09:58:27.995+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8D8,8d8,8D8,8D8,8d8,8D8,2,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,no,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.284496562,10,0.1,1,0,0,0,0,0,0,,1,,,229.6,4.933,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:37.252Z,11/21/25,2025-11-21T09:54:30.037+01:00,2025-11-21T09:56:15.163+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8F7,8f7,8F7,8F7,8f7,8F7,2,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,no,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.050263215,10,0.1,1,0,0,0,0,0,0,,1,,,229.9,4.54,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:36.666Z,11/21/25,2025-11-21T09:49:17.115+01:00,2025-11-21T09:53:43.016+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C6L,8c6l,804,8C6L,8c6l,8C6L,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.05035033,10,0.1,1,1,1,1,0,0,0,,1,,,229.6,4.96,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:36.057Z,11/21/25,2025-11-21T09:44:59.579+01:00,2025-11-21T09:48:43.949+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C6K,8c6k,8C6K,8C6K,8c6k,8C6K,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.11960637,10,0.1,1,1,1,1,0,0,0,,1,,,231.7,4.95,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:35.480Z,11/21/25,2025-11-21T09:39:29.087+01:00,2025-11-21T09:44:46.065+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C9T,8c9t,8C9T,8C9T,8c9t,8C9T,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.622119524,10,0.1,1,1,1,1,0,0,0,,1,,,234.6,5,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:34.624Z,11/21/25,2025-11-21T09:36:46.235+01:00,2025-11-21T09:38:52.229+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C9R,8c9r,8C9R,8C9R,8c9r,8C9R,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.91088753,10,0.1,1,1,1,1,0,0,0,,1,,,234.7,5,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:34.033Z,11/21/25,2025-11-21T09:33:29.750+01:00,2025-11-21T09:35:55.794+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C3B,8c3b,8C3B,8C3B,8c3b,8C3B,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.253383203,10,0.1,1,1,1,1,0,0,0,,1,,,236.7,5,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:33.464Z,11/21/25,2025-11-21T09:29:42.236+01:00,2025-11-21T09:32:06.328+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C94,8c94,8C94,8C94,8c94,8C94,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,0,,yes,0,0.761046724,10,0.1,1,0,0,0,0,0,0,,1,,,236.8,5,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:32.831Z,11/21/25,2025-11-21T09:24:42.970+01:00,2025-11-21T09:27:49.331+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C36,8c36,8C36,8C36,8c36,8C36,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.372645999,10,0.1,1,1,1,1,0,0,0,,1,,,236.4,4.9,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:32.115Z,11/21/25,2025-11-21T09:21:45.014+01:00,2025-11-21T09:24:06.462+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C96,8c96,8C96,8C96,8c96,8C96,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.88330794,10,0.1,1,1,1,1,0,0,0,,1,,,233,5,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:31.488Z,11/21/25,2025-11-21T09:19:04.452+01:00,2025-11-21T09:21:41.786+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C37,8c37,8C37,8C37,8c37,8C37,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.469220787,10,0.1,1,1,1,1,0,0,0,,1,,,236,4.983,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:30.924Z,11/21/25,2025-11-21T09:13:24.123+01:00,2025-11-21T09:16:44.949+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C93,8c93,8C93,8C93,8c93,8C93,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.026024721,10,0.1,1,1,1,1,0,0,0,,1,,,236.1,4.96,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:30.262Z,11/21/25,2025-11-21T09:09:25.016+01:00,2025-11-21T09:11:55.430+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C93,8c93,8C93,8C93,8c93,8C93,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.776955211,10,0.1,1,1,1,1,0,0,0,,1,,,236,4.94,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:29.450Z,11/21/25,2025-11-21T09:06:18.802+01:00,2025-11-21T09:09:01.996+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8B66,8b66,8B66,8B66,8b66,8B66,2,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,no,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.789665807,10,0.1,1,0,0,0,0,0,0,,1,,,235.1,4.978,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:28.864Z,11/21/25,2025-11-21T09:02:26.255+01:00,2025-11-21T09:06:12.785+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C7W,8c7w,8C7W,8C7W,8c7w,8C7W,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,1,,,1,0.9602891,10,0.1,1,1,1,1,0,0,0,,1,,,233.9,4.98,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:15:28.022Z,11/21/25,2025-11-21T08:57:31.732+01:00,2025-11-21T09:01:52.992+01:00,,revisit,0,,revisit,no,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,8C7V,8c7v,8C7V,8C7V,8c7v,8C7V,1,yes,adult,yes,,yes,,yes,yes,yes,yes,,,yes,,,,,,,yes,yes,,yes,yes,,yes,,,,,,,,yes,yes,yes,0,,yes,0,0.496366707,10,0.1,1,0,0,0,0,0,0,,1,,,234.9,4.96,1,1,0,0,0,,,,,,0,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:21.012Z,11/21/25,2025-11-21T11:55:48.663+01:00,2025-11-21T12:03:02.775+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.464541159,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,8.166,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:18.964Z,11/21/25,2025-11-21T11:54:28.429+01:00,2025-11-21T11:54:52.666+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.02393144,10,0.1,1,0,0,0,0,0,0,,1,,,247.0000153,7.22,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:17.716Z,11/21/25,2025-11-21T11:53:25.493+01:00,2025-11-21T11:53:46.577+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.312912254,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,7.55,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:17.076Z,11/21/25,2025-11-21T11:52:34.095+01:00,2025-11-21T11:52:46.554+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.079877509,10,0.1,1,0,0,0,0,0,0,,1,,,247.0000153,5.25,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:16.267Z,11/21/25,2025-11-21T11:52:09.528+01:00,2025-11-21T11:52:23.912+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.469471146,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:15.565Z,11/21/25,2025-11-21T11:51:02.982+01:00,2025-11-21T11:51:24.216+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.768862875,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,4.718,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:14.812Z,11/21/25,2025-11-21T11:50:25.746+01:00,2025-11-21T11:50:52.994+01:00,,dwelling,0,,dwelling,,,mfd,,,,,,,mfd,0,1,yes,,,247.0000153,6.6,1,1,0,0,0,,Ayekale ,Ayekale ,,,,,,,,,abandoned,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.801559622,10,0.1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,Ayekale ,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:14.196Z,11/21/25,2025-11-21T11:49:13.766+01:00,2025-11-21T11:49:30.567+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.751903991,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,6.5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:13.357Z,11/21/25,2025-11-21T11:48:06.027+01:00,2025-11-21T11:48:18.015+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.712123017,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,5.525,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:12.597Z,11/21/25,2025-11-21T11:47:42.919+01:00,2025-11-21T11:47:55.172+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.965080001,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,6.9,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:11.722Z,11/21/25,2025-11-21T11:46:43.142+01:00,2025-11-21T11:46:54.632+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.294567871,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,8.054,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:10.738Z,11/21/25,2025-11-21T11:45:40.794+01:00,2025-11-21T11:46:03.047+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.809532913,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,4.5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:10.141Z,11/21/25,2025-11-21T11:44:57.547+01:00,2025-11-21T11:45:20.588+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.809675566,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,4.78,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:08.625Z,11/21/25,2025-11-21T11:44:06.249+01:00,2025-11-21T11:44:21.474+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.941214284,10,0.1,0,0,0,0,0,0,0,,1,,,247.4000092,4.92,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:07.969Z,11/21/25,2025-11-21T11:43:33.485+01:00,2025-11-21T11:43:47.971+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.127718919,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,7.166,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:07.458Z,11/21/25,2025-11-21T11:52:14.232+01:00,2025-11-21T11:52:33.106+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.116102184,10,0.1,0,0,0,0,0,0,0,,1,,,237.2,4.58,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-22T09:14:07.234Z,11/21/25,2025-11-21T11:42:43.897+01:00,2025-11-21T11:43:03.845+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.253566561,10,0.1,0,0,0,0,0,0,0,,1,,,247.0000153,6.15,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
